,Iteration,Time,Fitness,FEvals,Temperature,max_iters
922,922,0.30004252400067344,385.0,1557.0,50,10000
923,923,0.30036353600007715,385.0,1558.0,50,10000
924,924,0.30079426400061493,385.0,1560.0,50,10000
925,925,0.3011157569999341,385.0,1561.0,50,10000
926,926,0.3014362980002261,385.0,1562.0,50,10000
927,927,0.30176480499994796,385.0,1563.0,50,10000
928,928,0.3021973960003379,385.0,1565.0,50,10000
929,929,0.3026751819998026,385.0,1566.0,50,10000
930,930,0.30305663800027105,385.0,1567.0,50,10000
931,931,0.3033856050005852,385.0,1568.0,50,10000
932,932,0.3038462989998152,385.0,1569.0,50,10000
933,933,0.3041739440004676,385.0,1570.0,50,10000
934,934,0.3046069760002865,385.0,1572.0,50,10000
935,935,0.3050472120003178,385.0,1574.0,50,10000
936,936,0.30548149600053875,385.0,1576.0,50,10000
937,937,0.30580647599981603,385.0,1577.0,50,10000
938,938,0.30613036300019303,385.0,1578.0,50,10000
939,939,0.30669822900017607,385.0,1580.0,50,10000
940,940,0.30709813900011795,385.0,1581.0,50,10000
941,941,0.30756977400051255,385.0,1582.0,50,10000
942,942,0.30801219400018454,385.0,1584.0,50,10000
943,943,0.3083339270006036,385.0,1585.0,50,10000
944,944,0.30866343500019866,385.0,1586.0,50,10000
945,945,0.30898413700015226,385.0,1587.0,50,10000
946,946,0.3094202550000773,385.0,1589.0,50,10000
947,947,0.30985407900061546,385.0,1591.0,50,10000
948,948,0.31017862699991383,385.0,1592.0,50,10000
949,949,0.3106151560004946,385.0,1594.0,50,10000
950,950,0.31122693399993295,385.0,1595.0,50,10000
951,951,0.3117414590005865,385.0,1597.0,50,10000
952,952,0.31206556699999055,385.0,1598.0,50,10000
953,953,0.3125665060006213,385.0,1599.0,50,10000
954,954,0.3129756839998663,387.0,1601.0,50,10000
955,955,0.3132845330001146,387.0,1602.0,50,10000
956,956,0.3137331349998931,387.0,1604.0,50,10000
957,957,0.31406690099993284,387.0,1605.0,50,10000
958,958,0.3145030490004501,387.0,1607.0,50,10000
959,959,0.31480576700050733,387.0,1608.0,50,10000
960,960,0.31540336800026125,387.0,1609.0,50,10000
961,961,0.3157743340007073,387.0,1610.0,50,10000
962,962,0.31626967300053366,387.0,1611.0,50,10000
963,963,0.3166064040005949,387.0,1612.0,50,10000
964,964,0.31704643000011856,387.0,1614.0,50,10000
965,965,0.3173775109999042,387.0,1615.0,50,10000
966,966,0.3177087720005147,387.0,1616.0,50,10000
967,967,0.31815365700003895,387.0,1618.0,50,10000
968,968,0.31848678200003633,387.0,1619.0,50,10000
969,969,0.31881788300051994,387.0,1620.0,50,10000
970,970,0.31949119599994447,387.0,1622.0,50,10000
971,971,0.31998478200057434,389.0,1624.0,50,10000
972,972,0.32031643400023313,389.0,1625.0,50,10000
973,973,0.32081515900063096,389.0,1626.0,50,10000
974,974,0.3211521110006288,389.0,1627.0,50,10000
975,975,0.32159455100008927,389.0,1629.0,50,10000
976,976,0.3219344290000663,389.0,1630.0,50,10000
977,977,0.32226808500035986,389.0,1631.0,50,10000
978,978,0.32259626999984903,389.0,1632.0,50,10000
979,979,0.32303164699987974,389.0,1634.0,50,10000
980,980,0.32357214100011333,389.0,1635.0,50,10000
981,981,0.32406250100029865,389.0,1637.0,50,10000
982,982,0.32465244800005166,389.0,1639.0,50,10000
983,983,0.32510119000016857,389.0,1641.0,50,10000
984,984,0.32543366300069465,389.0,1642.0,50,10000
985,985,0.3258708029998161,389.0,1644.0,50,10000
986,986,0.32630646000052366,389.0,1646.0,50,10000
987,987,0.3267477979998148,389.0,1648.0,50,10000
988,988,0.3271855390003111,389.0,1650.0,50,10000
989,989,0.3277661780002745,389.0,1651.0,50,10000
990,990,0.3281649959999413,389.0,1652.0,50,10000
991,991,0.32862175300033414,389.0,1654.0,50,10000
992,992,0.3291273109998656,389.0,1655.0,50,10000
993,993,0.3295698720003202,389.0,1657.0,50,10000
994,994,0.3299036580001484,389.0,1658.0,50,10000
995,995,0.33034898300047644,389.0,1660.0,50,10000
996,996,0.3306829090006431,389.0,1661.0,50,10000
997,997,0.3310206530004507,389.0,1662.0,50,10000
998,998,0.3314574720006931,389.0,1664.0,50,10000
999,999,0.33204820999981166,389.0,1665.0,50,10000
1000,1000,0.3327320130001681,389.0,1667.0,50,10000
1001,1001,0.3330716199998278,389.0,1668.0,50,10000
1002,1002,0.3334024710002268,389.0,1669.0,50,10000
1003,1003,0.33383962100015196,389.0,1671.0,50,10000
1004,1004,0.33427929600020434,389.0,1673.0,50,10000
1005,1005,0.3346098259999053,389.0,1674.0,50,10000
1006,1006,0.33494604600036837,389.0,1675.0,50,10000
1007,1007,0.33528931999990164,389.0,1676.0,50,10000
1008,1008,0.3356235569999626,389.0,1677.0,50,10000
1009,1009,0.3365508770002634,389.0,1679.0,50,10000
1010,1010,0.33700185300040175,389.0,1681.0,50,10000
1011,1011,0.3373382740001034,389.0,1682.0,50,10000
1012,1012,0.3376485460003096,389.0,1683.0,50,10000
1013,1013,0.3380628129998513,391.0,1685.0,50,10000
1014,1014,0.33838329399986833,391.0,1686.0,50,10000
1015,1015,0.3387811299999157,391.0,1688.0,50,10000
1016,1016,0.33920070700060023,391.0,1690.0,50,10000
1017,1017,0.3396203950005656,391.0,1692.0,50,10000
1018,1018,0.3401556389999314,391.0,1693.0,50,10000
1019,1019,0.34056250200046634,391.0,1694.0,50,10000
1020,1020,0.3410606060006103,391.0,1696.0,50,10000
1021,1021,0.34158924800067325,391.0,1697.0,50,10000
1022,1022,0.3420511650001572,391.0,1699.0,50,10000
1023,1023,0.3423924650005574,391.0,1700.0,50,10000
1024,1024,0.342842267999913,391.0,1702.0,50,10000
1025,1025,0.3432931040006224,391.0,1704.0,50,10000
1026,1026,0.3436333520003245,391.0,1705.0,50,10000
1027,1027,0.34397262899983616,391.0,1706.0,50,10000
1028,1028,0.3445292830001563,391.0,1707.0,50,10000
1029,1029,0.3452282140005991,391.0,1709.0,50,10000
1030,1030,0.34557400199992117,391.0,1710.0,50,10000
1031,1031,0.3459165849999408,391.0,1711.0,50,10000
1032,1032,0.34625499000048876,391.0,1712.0,50,10000
1033,1033,0.34673155400014366,393.0,1714.0,50,10000
1034,1034,0.34718075599994336,393.0,1716.0,50,10000
1035,1035,0.3476306200000181,393.0,1718.0,50,10000
1036,1036,0.34797438500027056,393.0,1719.0,50,10000
1037,1037,0.3485113120004826,393.0,1720.0,50,10000
1038,1038,0.34905867900033627,393.0,1721.0,50,10000
1039,1039,0.349446756999896,393.0,1722.0,50,10000
1040,1040,0.34979026100063493,393.0,1723.0,50,10000
1041,1041,0.3501329840000835,393.0,1724.0,50,10000
1042,1042,0.3505894400004763,393.0,1726.0,50,10000
1043,1043,0.35093462800068664,393.0,1727.0,50,10000
1044,1044,0.35140440900067915,395.0,1729.0,50,10000
1045,1045,0.35186622600031114,395.0,1731.0,50,10000
1046,1046,0.35221291600009863,395.0,1732.0,50,10000
1047,1047,0.35277048199986893,395.0,1734.0,50,10000
1048,1048,0.3533096330002081,395.0,1735.0,50,10000
1049,1049,0.35376157100017736,395.0,1737.0,50,10000
1050,1050,0.3541019790000064,395.0,1738.0,50,10000
1051,1051,0.3544439209999837,395.0,1739.0,50,10000
1052,1052,0.3547841690005953,395.0,1740.0,50,10000
1053,1053,0.35525479199986876,397.0,1742.0,50,10000
1054,1054,0.3555998490001002,397.0,1743.0,50,10000
1055,1055,0.3559448460000567,397.0,1744.0,50,10000
1056,1056,0.35639698400063935,397.0,1746.0,50,10000
1057,1057,0.35687914900063333,397.0,1747.0,50,10000
1058,1058,0.3572823550002795,397.0,1748.0,50,10000
1059,1059,0.35762975699981325,397.0,1749.0,50,10000
1060,1060,0.3579724000001079,397.0,1750.0,50,10000
1061,1061,0.3586335700001655,397.0,1752.0,50,10000
1062,1062,0.3589866219999749,397.0,1753.0,50,10000
1063,1063,0.3594418560005579,397.0,1755.0,50,10000
1064,1064,0.3598011200001565,397.0,1756.0,50,10000
1065,1065,0.3601472790005573,397.0,1757.0,50,10000
1066,1066,0.36049286800061964,397.0,1758.0,50,10000
1067,1067,0.3610037360003844,397.0,1759.0,50,10000
1068,1068,0.36169147600048746,397.0,1761.0,50,10000
1069,1069,0.36205017900010716,397.0,1762.0,50,10000
1070,1070,0.3623976200005927,397.0,1763.0,50,10000
1071,1071,0.3627444210005706,397.0,1764.0,50,10000
1072,1072,0.36309005900056945,397.0,1765.0,50,10000
1073,1073,0.3635205370001131,397.0,1767.0,50,10000
1074,1074,0.3638230639999165,397.0,1768.0,50,10000
1075,1075,0.36414388600042,397.0,1769.0,50,10000
1076,1076,0.3644718909999938,397.0,1770.0,50,10000
1077,1077,0.3650827669998762,397.0,1771.0,50,10000
1078,1078,0.3654746319998594,397.0,1772.0,50,10000
1079,1079,0.36603381100030674,397.0,1773.0,50,10000
1080,1080,0.3663943070005189,397.0,1774.0,50,10000
1081,1081,0.3668637380005748,397.0,1776.0,50,10000
1082,1082,0.3673355930004618,397.0,1778.0,50,10000
1083,1083,0.3676908799998273,397.0,1779.0,50,10000
1084,1084,0.3680457150003349,397.0,1780.0,50,10000
1085,1085,0.3685183320003489,397.0,1782.0,50,10000
1086,1086,0.36892646700016485,397.0,1783.0,50,10000
1087,1087,0.3692886870003349,397.0,1784.0,50,10000
1088,1088,0.36979382400022587,397.0,1785.0,50,10000
1089,1089,0.3704281840000476,397.0,1786.0,50,10000
1090,1090,0.37079395999990084,397.0,1787.0,50,10000
1091,1091,0.37115101000017603,397.0,1788.0,50,10000
1092,1092,0.37150219900013326,397.0,1789.0,50,10000
1093,1093,0.37199520400008623,399.0,1791.0,50,10000
1094,1094,0.37247047500022745,399.0,1793.0,50,10000
1095,1095,0.3728826780006784,399.0,1794.0,50,10000
1096,1096,0.37349304300005315,399.0,1795.0,50,10000
1097,1097,0.37403224500030774,399.0,1797.0,50,10000
1098,1098,0.3743939430005412,399.0,1798.0,50,10000
1099,1099,0.3750625080001555,399.0,1800.0,50,10000
1100,1100,0.3755416160001914,399.0,1802.0,50,10000
1101,1101,0.3759008500001073,399.0,1803.0,50,10000
1102,1102,0.37626313000055234,399.0,1804.0,50,10000
1103,1103,0.37662321500010876,399.0,1805.0,50,10000
1104,1104,0.37698717800049053,399.0,1806.0,50,10000
1105,1105,0.37766047100012656,399.0,1808.0,50,10000
1106,1106,0.37811799900009646,399.0,1809.0,50,10000
1107,1107,0.3786873270000797,399.0,1810.0,50,10000
1108,1108,0.3791629390007074,399.0,1812.0,50,10000
1109,1109,0.3796274500000436,399.0,1814.0,50,10000
1110,1110,0.37998785600029805,399.0,1815.0,50,10000
1111,1111,0.3803413890000229,399.0,1816.0,50,10000
1112,1112,0.3806964250006786,399.0,1817.0,50,10000
1113,1113,0.3810561800000869,399.0,1818.0,50,10000
1114,1114,0.38152657200043905,399.0,1820.0,50,10000
1115,1115,0.38248035200012964,399.0,1822.0,50,10000
1116,1116,0.38284645800013095,399.0,1823.0,50,10000
1117,1117,0.3832050210003217,399.0,1824.0,50,10000
1118,1118,0.3835653269998147,399.0,1825.0,50,10000
1119,1119,0.38403426700006094,399.0,1827.0,50,10000
1120,1120,0.38439357100014604,399.0,1828.0,50,10000
1121,1121,0.38475196299987147,399.0,1829.0,50,10000
1122,1122,0.38511581600050704,399.0,1830.0,50,10000
1123,1123,0.38558528600060527,399.0,1832.0,50,10000
1124,1124,0.38623297100002674,399.0,1834.0,50,10000
1125,1125,0.3869612270000289,399.0,1836.0,50,10000
1126,1126,0.38744204900012846,399.0,1838.0,50,10000
1127,1127,0.38780568099991797,399.0,1839.0,50,10000
1128,1128,0.3882579490000353,399.0,1841.0,50,10000
1129,1129,0.38858517300013773,399.0,1842.0,50,10000
1130,1130,0.38904177000040363,399.0,1844.0,50,10000
1131,1131,0.3894101910000245,399.0,1845.0,50,10000
1132,1132,0.38975988699985464,399.0,1846.0,50,10000
1133,1133,0.3903170620005767,399.0,1847.0,50,10000
1134,1134,0.39088164100030554,399.0,1848.0,50,10000
1135,1135,0.3913670319998346,399.0,1850.0,50,10000
1136,1136,0.3917345210002168,399.0,1851.0,50,10000
1137,1137,0.3921051160004936,399.0,1852.0,50,10000
1138,1138,0.3925894250005513,399.0,1854.0,50,10000
1139,1139,0.39306082900020556,399.0,1856.0,50,10000
1140,1140,0.3934263950004606,399.0,1857.0,50,10000
1141,1141,0.39390577399990434,399.0,1859.0,50,10000
1142,1142,0.3944153299999016,399.0,1860.0,50,10000
1143,1143,0.3948683790003997,399.0,1861.0,50,10000
1144,1144,0.3955107940000744,399.0,1863.0,50,10000
1145,1145,0.3959277170006317,399.0,1864.0,50,10000
1146,1146,0.39634408700021595,399.0,1865.0,50,10000
1147,1147,0.39682524999989255,399.0,1867.0,50,10000
1148,1148,0.3971974780006349,399.0,1868.0,50,10000
1149,1149,0.3975637450002978,399.0,1869.0,50,10000
1150,1150,0.39792614500038326,399.0,1870.0,50,10000
1151,1151,0.39855227899988677,399.0,1871.0,50,10000
1152,1152,0.3991893850006818,399.0,1872.0,50,10000
1153,1153,0.3996787330006555,399.0,1874.0,50,10000
1154,1154,0.40004916799989587,399.0,1875.0,50,10000
1155,1155,0.4004167970006165,399.0,1876.0,50,10000
1156,1156,0.40078111100046954,399.0,1877.0,50,10000
1157,1157,0.40125427800012403,399.0,1879.0,50,10000
1158,1158,0.40173901800062595,399.0,1881.0,50,10000
1159,1159,0.40210943200054317,399.0,1882.0,50,10000
1160,1160,0.40262096200058295,399.0,1883.0,50,10000
1161,1161,0.40302892700037773,399.0,1884.0,50,10000
1162,1162,0.4036957580001399,399.0,1886.0,50,10000
1163,1163,0.40406705399982457,399.0,1887.0,50,10000
1164,1164,0.4044370780002282,399.0,1888.0,50,10000
1165,1165,0.4049125900000945,399.0,1890.0,50,10000
1166,1166,0.4053952560007019,399.0,1892.0,50,10000
1167,1167,0.4058708379998279,399.0,1894.0,50,10000
1168,1168,0.4062363240000195,399.0,1895.0,50,10000
1169,1169,0.40674252300050284,399.0,1896.0,50,10000
1170,1170,0.4072966029998497,399.0,1898.0,50,10000
1171,1171,0.40766690700002073,399.0,1899.0,50,10000
1172,1172,0.4081741090003561,399.0,1900.0,50,10000
1173,1173,0.4085544220006341,399.0,1901.0,50,10000
1174,1174,0.4090343120005855,399.0,1903.0,50,10000
1175,1175,0.4094095959999322,399.0,1904.0,50,10000
1176,1176,0.4098859800005812,399.0,1906.0,50,10000
1177,1177,0.4102572259998851,399.0,1907.0,50,10000
1178,1178,0.41062623800007714,399.0,1908.0,50,10000
1179,1179,0.41117292400031147,399.0,1909.0,50,10000
1180,1180,0.41170867900018493,399.0,1910.0,50,10000
1181,1181,0.4120555890003743,399.0,1911.0,50,10000
1182,1182,0.41254605900030583,399.0,1913.0,50,10000
1183,1183,0.4130264610002996,399.0,1915.0,50,10000
1184,1184,0.41339137500017387,399.0,1916.0,50,10000
1185,1185,0.4137690030001977,399.0,1917.0,50,10000
1186,1186,0.41414309500032687,399.0,1918.0,50,10000
1187,1187,0.41462429800048994,399.0,1920.0,50,10000
1188,1188,0.4152929520005273,399.0,1922.0,50,10000
1189,1189,0.41582348700012517,399.0,1924.0,50,10000
1190,1190,0.41619599600016954,399.0,1925.0,50,10000
1191,1191,0.4168256970006041,399.0,1927.0,50,10000
1192,1192,0.41720196300047974,399.0,1928.0,50,10000
1193,1193,0.417682044000685,399.0,1930.0,50,10000
1194,1194,0.4181746580006802,401.0,1932.0,50,10000
1195,1195,0.4185549809999429,401.0,1933.0,50,10000
1196,1196,0.4191777590003767,401.0,1935.0,50,10000
1197,1197,0.419738631000655,401.0,1937.0,50,10000
1198,1198,0.4202611820001039,401.0,1938.0,50,10000
1199,1199,0.4206378680000853,401.0,1939.0,50,10000
1200,1200,0.42101054700015084,401.0,1940.0,50,10000
1201,1201,0.42138674299985723,401.0,1941.0,50,10000
1202,1202,0.42189508600040426,403.0,1943.0,50,10000
1203,1203,0.4222720030002165,403.0,1944.0,50,10000
1204,1204,0.42265282800053683,403.0,1945.0,50,10000
1205,1205,0.423135142999854,403.0,1947.0,50,10000
1206,1206,0.4237083280004299,403.0,1948.0,50,10000
1207,1207,0.424248782000177,403.0,1950.0,50,10000
1208,1208,0.4247829340001772,403.0,1951.0,50,10000
1209,1209,0.42517152300024463,403.0,1952.0,50,10000
1210,1210,0.42556389899982605,403.0,1953.0,50,10000
1211,1211,0.425943341000675,403.0,1954.0,50,10000
1212,1212,0.4264316360004159,403.0,1956.0,50,10000
1213,1213,0.42691669600026216,403.0,1958.0,50,10000
1214,1214,0.42756929000006494,403.0,1960.0,50,10000
1215,1215,0.4280487300002278,403.0,1961.0,50,10000
1216,1216,0.428613187999872,403.0,1962.0,50,10000
1217,1217,0.4289964569998119,403.0,1963.0,50,10000
1218,1218,0.4293740160001107,403.0,1964.0,50,10000
1219,1219,0.4298609690004014,403.0,1966.0,50,10000
1220,1220,0.43034892400009994,403.0,1968.0,50,10000
1221,1221,0.4307260010000391,403.0,1969.0,50,10000
1222,1222,0.4311036700000841,403.0,1970.0,50,10000
1223,1223,0.4314804470004674,403.0,1971.0,50,10000
1224,1224,0.432137910000165,403.0,1972.0,50,10000
1225,1225,0.4328715760002524,405.0,1974.0,50,10000
1226,1226,0.4333658639998248,405.0,1976.0,50,10000
1227,1227,0.43374336200031394,405.0,1977.0,50,10000
1228,1228,0.4341216010006974,405.0,1978.0,50,10000
1229,1229,0.4345015839999178,405.0,1979.0,50,10000
1230,1230,0.434880214000259,405.0,1980.0,50,10000
1231,1231,0.435235480999836,405.0,1981.0,50,10000
1232,1232,0.4356884100006937,405.0,1983.0,50,10000
1233,1233,0.43635387900030764,405.0,1985.0,50,10000
1234,1234,0.43701008900006855,405.0,1987.0,50,10000
1235,1235,0.43739457100036816,405.0,1988.0,50,10000
1236,1236,0.43777254999986326,405.0,1989.0,50,10000
1237,1237,0.4381469220006693,405.0,1990.0,50,10000
1238,1238,0.4385335370006942,405.0,1991.0,50,10000
1239,1239,0.43891985200025374,405.0,1992.0,50,10000
1240,1240,0.43942627200067363,407.0,1994.0,50,10000
1241,1241,0.4398137490006775,407.0,1995.0,50,10000
1242,1242,0.44030588199984777,407.0,1996.0,50,10000
1243,1243,0.44073508700057573,407.0,1997.0,50,10000
1244,1244,0.44112230300015653,407.0,1998.0,50,10000
1245,1245,0.44150841800001217,407.0,1999.0,50,10000
1246,1246,0.44207784599984734,407.0,2000.0,50,10000
1247,1247,0.44257424700026604,407.0,2002.0,50,10000
1248,1248,0.44296989900067274,407.0,2003.0,50,10000
1249,1249,0.4434859470002266,409.0,2005.0,50,10000
1250,1250,0.4438893240003381,409.0,2006.0,50,10000
1251,1251,0.4445327110006474,409.0,2007.0,50,10000
1252,1252,0.44516065800053184,409.0,2008.0,50,10000
1253,1253,0.44555296399994404,409.0,2009.0,50,10000
1254,1254,0.44594081200011715,409.0,2010.0,50,10000
1255,1255,0.4463256340004591,409.0,2011.0,50,10000
1256,1256,0.446711888000209,409.0,2012.0,50,10000
1257,1257,0.44709876400065696,409.0,2013.0,50,10000
1258,1258,0.4474855690004915,409.0,2014.0,50,10000
1259,1259,0.4478727659998185,409.0,2015.0,50,10000
1260,1260,0.4484313930006465,409.0,2016.0,50,10000
1261,1261,0.4490469379998103,409.0,2017.0,50,10000
1262,1262,0.4494891980002649,409.0,2018.0,50,10000
1263,1263,0.44988376800029073,409.0,2019.0,50,10000
1264,1264,0.4503816320002443,409.0,2021.0,50,10000
1265,1265,0.450767736000671,409.0,2022.0,50,10000
1266,1266,0.4512039850005749,409.0,2023.0,50,10000
1267,1267,0.45159774300009303,409.0,2024.0,50,10000
1268,1268,0.45210508499985735,409.0,2026.0,50,10000
1269,1269,0.4528098470000259,411.0,2028.0,50,10000
1270,1270,0.4534120570006053,411.0,2029.0,50,10000
1271,1271,0.45381089500006055,411.0,2030.0,50,10000
1272,1272,0.45431708400064963,411.0,2032.0,50,10000
1273,1273,0.45470642400050565,411.0,2033.0,50,10000
1274,1274,0.45510018300046795,411.0,2034.0,50,10000
1275,1275,0.45549115599988,411.0,2035.0,50,10000
1276,1276,0.4559942100004264,411.0,2037.0,50,10000
1277,1277,0.4563844920003248,411.0,2038.0,50,10000
1278,1278,0.45693695899990416,411.0,2039.0,50,10000
1279,1279,0.45743527400009043,411.0,2040.0,50,10000
1280,1280,0.45801682399996935,411.0,2041.0,50,10000
1281,1281,0.45842027100025007,411.0,2042.0,50,10000
1282,1282,0.4588128280001911,411.0,2043.0,50,10000
1283,1283,0.4593119740002294,411.0,2045.0,50,10000
1284,1284,0.4597008430000642,411.0,2046.0,50,10000
1285,1285,0.46009193700047035,411.0,2047.0,50,10000
1286,1286,0.4604533749998154,411.0,2048.0,50,10000
1287,1287,0.46097758799987787,411.0,2049.0,50,10000
1288,1288,0.46157599100024527,411.0,2050.0,50,10000
1289,1289,0.4620855760003906,411.0,2052.0,50,10000
1290,1290,0.46248721000029036,411.0,2053.0,50,10000
1291,1291,0.462882640999851,411.0,2054.0,50,10000
1292,1292,0.46327576900057466,411.0,2055.0,50,10000
1293,1293,0.4636723630001143,411.0,2056.0,50,10000
1294,1294,0.46406407700033014,411.0,2057.0,50,10000
1295,1295,0.46445828700052516,411.0,2058.0,50,10000
1296,1296,0.464850803000445,411.0,2059.0,50,10000
1297,1297,0.46541569300006813,411.0,2060.0,50,10000
1298,1298,0.46611917300015193,411.0,2062.0,50,10000
1299,1299,0.46651822100011486,411.0,2063.0,50,10000
1300,1300,0.46691289200043684,411.0,2064.0,50,10000
1301,1301,0.46741576500062365,411.0,2066.0,50,10000
1302,1302,0.4678094830005648,411.0,2067.0,50,10000
1303,1303,0.46820363300048484,411.0,2068.0,50,10000
1304,1304,0.46860294199996133,411.0,2069.0,50,10000
1305,1305,0.4689996560000509,411.0,2070.0,50,10000
1306,1306,0.4696088790005888,411.0,2071.0,50,10000
1307,1307,0.47007327000028454,411.0,2072.0,50,10000
1308,1308,0.4707410720002372,411.0,2074.0,50,10000
1309,1309,0.47114051200060203,411.0,2075.0,50,10000
1310,1310,0.47164854499987996,411.0,2077.0,50,10000
1311,1311,0.4721604350006601,411.0,2079.0,50,10000
1312,1312,0.4726673960003609,411.0,2081.0,50,10000
1313,1313,0.47317282400035765,411.0,2083.0,50,10000
1314,1314,0.47388765499999863,411.0,2085.0,50,10000
1315,1315,0.4744358329999159,411.0,2086.0,50,10000
1316,1316,0.47483563300011156,411.0,2087.0,50,10000
1317,1317,0.475238218999948,411.0,2088.0,50,10000
1318,1318,0.47563722700033395,411.0,2089.0,50,10000
1319,1319,0.4760340910006562,411.0,2090.0,50,10000
1320,1320,0.4764320479998787,411.0,2091.0,50,10000
1321,1321,0.47682976400028565,411.0,2092.0,50,10000
1322,1322,0.47722597700067126,411.0,2093.0,50,10000
1323,1323,0.4777794250003353,411.0,2094.0,50,10000
1324,1324,0.4783369810002114,411.0,2096.0,50,10000
1325,1325,0.4787452470000062,411.0,2097.0,50,10000
1326,1326,0.4794003060005707,411.0,2099.0,50,10000
1327,1327,0.4798027599999841,411.0,2100.0,50,10000
1328,1328,0.48020140800053923,411.0,2101.0,50,10000
1329,1329,0.48071245700066356,411.0,2103.0,50,10000
1330,1330,0.48111140499986504,411.0,2104.0,50,10000
1331,1331,0.4815133689999129,411.0,2105.0,50,10000
1332,1332,0.4821360370006005,411.0,2106.0,50,10000
1333,1333,0.4826922709999053,411.0,2107.0,50,10000
1334,1334,0.4832067860006646,411.0,2109.0,50,10000
1335,1335,0.48370152400002553,411.0,2111.0,50,10000
1336,1336,0.48417646500001865,411.0,2113.0,50,10000
1337,1337,0.4845604150004874,411.0,2114.0,50,10000
1338,1338,0.48494030800065957,411.0,2115.0,50,10000
1339,1339,0.4854256879998502,411.0,2117.0,50,10000
1340,1340,0.4859853280004245,411.0,2118.0,50,10000
1341,1341,0.4865416210004696,413.0,2120.0,50,10000
1342,1342,0.487198023000019,413.0,2122.0,50,10000
1343,1343,0.4877149720005036,413.0,2124.0,50,10000
1344,1344,0.4881180080001286,413.0,2125.0,50,10000
1345,1345,0.488526154000283,413.0,2126.0,50,10000
1346,1346,0.4889315139998871,413.0,2127.0,50,10000
1347,1347,0.4893345300006331,413.0,2128.0,50,10000
1348,1348,0.48984657100027107,413.0,2130.0,50,10000
1349,1349,0.4906308720001107,413.0,2132.0,50,10000
1350,1350,0.4913257859998339,413.0,2134.0,50,10000
1351,1351,0.4918487869999808,413.0,2136.0,50,10000
1352,1352,0.4923642840003595,413.0,2138.0,50,10000
1353,1353,0.49287748700044176,413.0,2140.0,50,10000
1354,1354,0.49338829499993153,413.0,2142.0,50,10000
1355,1355,0.4937957390002339,413.0,2143.0,50,10000
1356,1356,0.4943507600000885,413.0,2144.0,50,10000
1357,1357,0.4949181239999234,413.0,2146.0,50,10000
1358,1358,0.49557526700027665,413.0,2148.0,50,10000
1359,1359,0.49609805700038123,413.0,2150.0,50,10000
1360,1360,0.49650443000064115,413.0,2151.0,50,10000
1361,1361,0.49691126300058386,413.0,2152.0,50,10000
1362,1362,0.49731798599987087,413.0,2153.0,50,10000
1363,1363,0.4977243080002154,413.0,2154.0,50,10000
1364,1364,0.49836792499991134,413.0,2156.0,50,10000
1365,1365,0.4988574230001177,413.0,2157.0,50,10000
1366,1366,0.4994142579998879,413.0,2158.0,50,10000
1367,1367,0.49982610100050806,413.0,2159.0,50,10000
1368,1368,0.5003439720003371,413.0,2161.0,50,10000
1369,1369,0.5007527990001108,413.0,2162.0,50,10000
1370,1370,0.5012695780005743,413.0,2164.0,50,10000
1371,1371,0.5018063450006593,413.0,2166.0,50,10000
1372,1372,0.5022183580003912,413.0,2167.0,50,10000
1373,1373,0.5028968510005143,413.0,2169.0,50,10000
1374,1374,0.5034647160000532,413.0,2171.0,50,10000
1375,1375,0.5040159199998016,413.0,2172.0,50,10000
1376,1376,0.5044316399998934,413.0,2173.0,50,10000
1377,1377,0.5048410180006613,413.0,2174.0,50,10000
1378,1378,0.5053660220000893,413.0,2176.0,50,10000
1379,1379,0.5057772840000325,413.0,2177.0,50,10000
1380,1380,0.5061886459998277,413.0,2178.0,50,10000
1381,1381,0.5068643630002043,413.0,2180.0,50,10000
1382,1382,0.5075630340006683,413.0,2182.0,50,10000
1383,1383,0.508082037999884,413.0,2184.0,50,10000
1384,1384,0.50845610900069,413.0,2185.0,50,10000
1385,1385,0.5089452870006426,413.0,2187.0,50,10000
1386,1386,0.5093543240000145,413.0,2188.0,50,10000
1387,1387,0.5097615579998092,413.0,2189.0,50,10000
1388,1388,0.5101656260003438,413.0,2190.0,50,10000
1389,1389,0.5106896190000043,413.0,2192.0,50,10000
1390,1390,0.5112820200001806,413.0,2193.0,50,10000
1391,1391,0.5117463810001937,413.0,2194.0,50,10000
1392,1392,0.512414974999956,413.0,2196.0,50,10000
1393,1393,0.5129539059998933,413.0,2198.0,50,10000
1394,1394,0.5134781189999558,413.0,2200.0,50,10000
1395,1395,0.5140110090005692,415.0,2202.0,50,10000
1396,1396,0.5144266280003649,415.0,2203.0,50,10000
1397,1397,0.5150726400006533,415.0,2205.0,50,10000
1398,1398,0.515808611000466,415.0,2207.0,50,10000
1399,1399,0.5163406790006775,415.0,2209.0,50,10000
1400,1400,0.5167600250006217,415.0,2210.0,50,10000
1401,1401,0.5171752340002058,415.0,2211.0,50,10000
1402,1402,0.5175955929998963,415.0,2212.0,50,10000
1403,1403,0.5180172340005811,415.0,2213.0,50,10000
1404,1404,0.5184440250004627,415.0,2214.0,50,10000
1405,1405,0.5189141660002861,415.0,2215.0,50,10000
1406,1406,0.5194677850004155,415.0,2217.0,50,10000
1407,1407,0.5200130080002054,415.0,2218.0,50,10000
1408,1408,0.5206030340004872,415.0,2219.0,50,10000
