,Iteration,Time,Fitness,FEvals,Temperature,max_iters
121,121,0.03219552200062026,257.0,242.0,50,10000
122,122,0.0324228489998859,259.0,244.0,50,10000
123,123,0.032646708999891416,259.0,246.0,50,10000
124,124,0.0328773410001304,257.0,248.0,50,10000
125,125,0.03311611900062417,259.0,250.0,50,10000
126,126,0.03333212500001537,257.0,252.0,50,10000
127,127,0.03357883700027742,257.0,254.0,50,10000
128,128,0.033820370999819716,257.0,256.0,50,10000
129,129,0.03406499900029303,257.0,258.0,50,10000
130,130,0.03430598200066015,257.0,260.0,50,10000
131,131,0.03454807600064669,259.0,262.0,50,10000
132,132,0.034798085000147694,259.0,264.0,50,10000
133,133,0.03506188000028487,257.0,266.0,50,10000
134,134,0.035326015000464395,257.0,268.0,50,10000
135,135,0.03558478000013565,257.0,270.0,50,10000
136,136,0.03583632200025022,259.0,272.0,50,10000
137,137,0.03609945600055653,257.0,274.0,50,10000
138,138,0.03634652900018409,257.0,276.0,50,10000
139,139,0.03659690899985435,255.0,278.0,50,10000
140,140,0.03686617400035175,255.0,280.0,50,10000
141,141,0.03713269400032004,257.0,282.0,50,10000
142,142,0.03739331300039339,257.0,284.0,50,10000
143,143,0.03766311900017172,257.0,286.0,50,10000
144,144,0.03792697400058387,259.0,288.0,50,10000
145,145,0.03819301300063671,261.0,290.0,50,10000
146,146,0.038473519000035594,261.0,292.0,50,10000
147,147,0.03874880500006839,261.0,294.0,50,10000
148,148,0.03901257000052283,263.0,296.0,50,10000
149,149,0.039278910000575706,263.0,298.0,50,10000
150,150,0.03954624100060755,263.0,300.0,50,10000
151,151,0.03982173800068267,261.0,302.0,50,10000
152,152,0.040088689000185695,263.0,304.0,50,10000
153,153,0.04024804800064885,263.0,305.0,50,10000
154,154,0.0405377610004507,265.0,307.0,50,10000
155,155,0.04080923099991196,263.0,309.0,50,10000
156,156,0.04107828500036703,261.0,311.0,50,10000
157,157,0.04134992499984946,261.0,313.0,50,10000
158,158,0.04161828799988143,263.0,315.0,50,10000
159,159,0.041900367000380356,261.0,317.0,50,10000
160,160,0.04217455200068798,261.0,319.0,50,10000
161,161,0.042447193000043626,263.0,321.0,50,10000
162,162,0.04271677900032955,263.0,323.0,50,10000
163,163,0.04298644500067894,265.0,325.0,50,10000
164,164,0.043264136000289,265.0,327.0,50,10000
165,165,0.04353620600068098,263.0,329.0,50,10000
166,166,0.043807273999846075,263.0,331.0,50,10000
167,167,0.044078722999984166,263.0,333.0,50,10000
168,168,0.044348508999974,263.0,335.0,50,10000
169,169,0.04462161199990078,263.0,337.0,50,10000
170,170,0.04489734900016629,261.0,339.0,50,10000
171,171,0.04519003800032806,261.0,341.0,50,10000
172,172,0.0454626790005932,261.0,343.0,50,10000
173,173,0.04574911700001394,263.0,345.0,50,10000
174,174,0.04602141700070206,265.0,347.0,50,10000
175,175,0.04629522100003669,267.0,349.0,50,10000
176,176,0.046572992000619706,265.0,351.0,50,10000
177,177,0.046846975999869755,263.0,353.0,50,10000
178,178,0.04712267300055828,263.0,355.0,50,10000
179,179,0.04739620600048511,263.0,357.0,50,10000
180,180,0.047671913000158384,263.0,359.0,50,10000
181,181,0.04794401400067727,265.0,361.0,50,10000
182,182,0.04838369800017972,263.0,363.0,50,10000
183,183,0.048670717000277364,261.0,365.0,50,10000
184,184,0.048996618000273884,261.0,367.0,50,10000
185,185,0.04927741500068805,259.0,369.0,50,10000
186,186,0.049443587000496336,259.0,370.0,50,10000
187,187,0.04961154200009332,259.0,371.0,50,10000
188,188,0.04991002200040384,257.0,373.0,50,10000
189,189,0.05019420500048,259.0,375.0,50,10000
190,190,0.05047289800040744,259.0,377.0,50,10000
191,191,0.050758694000251126,259.0,379.0,50,10000
192,192,0.05103642500034766,259.0,381.0,50,10000
193,193,0.051314827000169316,257.0,383.0,50,10000
194,194,0.05164976500054763,255.0,385.0,50,10000
195,195,0.05193125300047541,257.0,387.0,50,10000
196,196,0.05220914500023355,257.0,389.0,50,10000
197,197,0.05274330700012797,259.0,391.0,50,10000
198,198,0.05302351200043631,261.0,393.0,50,10000
199,199,0.05330647300070268,261.0,395.0,50,10000
200,200,0.053585966999889934,261.0,397.0,50,10000
201,201,0.05386480000015581,261.0,399.0,50,10000
202,202,0.054142251000484976,261.0,401.0,50,10000
203,203,0.05431236999993416,261.0,402.0,50,10000
204,204,0.05448173700006009,261.0,403.0,50,10000
205,205,0.05475949799983937,261.0,405.0,50,10000
206,206,0.05504662700059271,261.0,407.0,50,10000
207,207,0.05532311600018147,263.0,409.0,50,10000
208,208,0.055605335000109335,263.0,411.0,50,10000
209,209,0.05588669300050242,263.0,413.0,50,10000
210,210,0.05616666800051462,263.0,415.0,50,10000
211,211,0.056450871000379266,261.0,417.0,50,10000
212,212,0.05695890400056669,261.0,419.0,50,10000
213,213,0.05713436299993191,261.0,420.0,50,10000
214,214,0.05737232000046788,261.0,421.0,50,10000
215,215,0.057658096000523074,263.0,423.0,50,10000
216,216,0.057935667000492685,263.0,425.0,50,10000
217,217,0.05821302700041997,263.0,427.0,50,10000
218,218,0.05850078700041195,261.0,429.0,50,10000
219,219,0.05878395800027647,261.0,431.0,50,10000
220,220,0.05910390799999732,261.0,433.0,50,10000
221,221,0.05939003500043327,261.0,435.0,50,10000
222,222,0.05966806600008567,263.0,437.0,50,10000
223,223,0.059949053000309505,263.0,439.0,50,10000
224,224,0.060225592000278994,263.0,441.0,50,10000
225,225,0.06049481700028991,261.0,443.0,50,10000
226,226,0.060965018999922904,261.0,445.0,50,10000
227,227,0.06121799300035491,263.0,447.0,50,10000
228,228,0.06148454300000594,265.0,449.0,50,10000
229,229,0.06179533600061404,265.0,451.0,50,10000
230,230,0.06210637999993196,267.0,453.0,50,10000
231,231,0.062378370000260475,265.0,455.0,50,10000
232,232,0.06266361500001949,263.0,457.0,50,10000
233,233,0.06295143500028644,265.0,459.0,50,10000
234,234,0.06323978599994007,265.0,461.0,50,10000
235,235,0.06352679400060879,265.0,463.0,50,10000
236,236,0.06381481400057964,265.0,465.0,50,10000
237,237,0.06410795400006464,265.0,467.0,50,10000
238,238,0.06439626500014128,265.0,469.0,50,10000
239,239,0.06468823300019722,265.0,471.0,50,10000
240,240,0.06516987600025459,265.0,473.0,50,10000
241,241,0.06545704500058491,267.0,475.0,50,10000
242,242,0.0657502049998584,265.0,477.0,50,10000
243,243,0.06603524000001926,263.0,479.0,50,10000
244,244,0.0662724950007032,263.0,480.0,50,10000
245,245,0.06656529400061117,265.0,482.0,50,10000
246,246,0.06690517100014404,265.0,484.0,50,10000
247,247,0.06719378300022072,267.0,486.0,50,10000
248,248,0.06748044100004336,265.0,488.0,50,10000
249,249,0.06776664800054277,263.0,490.0,50,10000
250,250,0.06807724999998754,261.0,492.0,50,10000
251,251,0.06837463800002297,259.0,494.0,50,10000
252,252,0.06867186599993147,259.0,496.0,50,10000
253,253,0.06901930700041703,259.0,498.0,50,10000
254,254,0.06934658099999069,259.0,500.0,50,10000
255,255,0.06979029300055117,259.0,502.0,50,10000
256,256,0.07008348300041689,259.0,504.0,50,10000
257,257,0.07037230500009173,261.0,506.0,50,10000
258,258,0.07066445300006308,261.0,508.0,50,10000
259,259,0.0710665370006609,261.0,509.0,50,10000
260,260,0.07137237100050697,261.0,511.0,50,10000
261,261,0.0716605220004567,261.0,513.0,50,10000
262,262,0.07195959300042887,261.0,515.0,50,10000
263,263,0.07225629900040076,261.0,517.0,50,10000
264,264,0.07254637300047762,261.0,519.0,50,10000
265,265,0.07283467400066002,263.0,521.0,50,10000
266,266,0.07312550000006013,265.0,523.0,50,10000
267,267,0.07369013900006394,263.0,525.0,50,10000
268,268,0.07398887900035334,263.0,527.0,50,10000
269,269,0.07433454800047912,263.0,529.0,50,10000
270,270,0.07463062300030288,263.0,531.0,50,10000
271,271,0.07492465500035905,263.0,533.0,50,10000
272,272,0.07539245200041478,261.0,535.0,50,10000
273,273,0.07569133300057729,259.0,537.0,50,10000
274,274,0.07598397200035834,259.0,539.0,50,10000
275,275,0.07627743200009718,259.0,541.0,50,10000
276,276,0.07656315800068114,261.0,543.0,50,10000
277,277,0.07685525600027177,263.0,545.0,50,10000
278,278,0.07714765499986243,263.0,547.0,50,10000
279,279,0.07767598600003112,261.0,549.0,50,10000
280,280,0.07787182300035056,261.0,550.0,50,10000
281,281,0.07821355400028551,259.0,552.0,50,10000
282,282,0.07851767400006793,259.0,554.0,50,10000
283,283,0.07881684600033623,259.0,556.0,50,10000
284,284,0.07912552500056336,259.0,558.0,50,10000
285,285,0.07942327300042962,261.0,560.0,50,10000
286,286,0.07989590000033786,261.0,562.0,50,10000
287,287,0.08020376700005727,261.0,564.0,50,10000
288,288,0.08049960200060013,261.0,566.0,50,10000
289,289,0.08068592100062233,261.0,567.0,50,10000
290,290,0.08098264799991739,263.0,569.0,50,10000
291,291,0.08128189899980498,263.0,571.0,50,10000
292,292,0.08179273800033116,263.0,573.0,50,10000
293,293,0.08219217700025183,265.0,575.0,50,10000
294,294,0.08249687799980165,265.0,577.0,50,10000
295,295,0.08279248300004838,263.0,579.0,50,10000
296,296,0.08297819100062043,263.0,580.0,50,10000
297,297,0.08327301400004217,261.0,582.0,50,10000
298,298,0.08345565699983126,261.0,583.0,50,10000
299,299,0.08363961200029735,261.0,584.0,50,10000
300,300,0.08411314000022685,261.0,586.0,50,10000
301,301,0.08430858700012323,261.0,587.0,50,10000
302,302,0.08461916000032943,261.0,589.0,50,10000
303,303,0.08492212800047128,261.0,591.0,50,10000
304,304,0.0852313180002966,261.0,593.0,50,10000
305,305,0.0855226550002044,263.0,595.0,50,10000
306,306,0.08599789600066288,263.0,597.0,50,10000
307,307,0.08626204099982715,263.0,599.0,50,10000
308,308,0.08659824200003641,263.0,601.0,50,10000
309,309,0.08686668600057601,265.0,603.0,50,10000
310,310,0.08716007600014564,263.0,605.0,50,10000
311,311,0.08744596199994703,263.0,607.0,50,10000
312,312,0.08790543400027673,265.0,609.0,50,10000
313,313,0.0882054869998683,265.0,611.0,50,10000
314,314,0.08849816600013583,265.0,613.0,50,10000
315,315,0.0888036189999184,265.0,615.0,50,10000
316,316,0.08910627700061013,265.0,617.0,50,10000
317,317,0.08940676000020176,267.0,619.0,50,10000
318,318,0.08971411699985765,269.0,621.0,50,10000
319,319,0.09021009700063587,269.0,623.0,50,10000
320,320,0.09061612900040927,271.0,625.0,50,10000
321,321,0.09092133200010721,273.0,627.0,50,10000
322,322,0.09122509100052412,273.0,629.0,50,10000
323,323,0.09152078599981905,275.0,631.0,50,10000
324,324,0.09198591899985331,275.0,633.0,50,10000
325,325,0.09229439699993236,275.0,635.0,50,10000
326,326,0.0926013830003285,275.0,637.0,50,10000
327,327,0.09290584400059743,275.0,639.0,50,10000
328,328,0.09321065600033762,275.0,641.0,50,10000
329,329,0.09340720500040334,275.0,642.0,50,10000
330,330,0.09372374800022953,275.0,644.0,50,10000
331,331,0.09403106500030844,275.0,646.0,50,10000
332,332,0.09454749300039111,273.0,648.0,50,10000
333,333,0.09490236900001037,273.0,650.0,50,10000
334,334,0.0952178110001114,271.0,652.0,50,10000
335,335,0.09541518100013491,271.0,653.0,50,10000
336,336,0.0957685040002616,271.0,654.0,50,10000
337,337,0.0959731480006667,271.0,655.0,50,10000
338,338,0.09627924200049165,273.0,657.0,50,10000
339,339,0.09658468500037998,275.0,659.0,50,10000
340,340,0.09688776300026802,277.0,661.0,50,10000
341,341,0.09719592100009322,275.0,663.0,50,10000
342,342,0.09750494099989737,275.0,665.0,50,10000
343,343,0.09780782899997575,277.0,667.0,50,10000
344,344,0.09800703300061286,277.0,668.0,50,10000
345,345,0.09853178699995624,277.0,670.0,50,10000
346,346,0.09894856900064042,277.0,672.0,50,10000
347,347,0.09927469100057351,277.0,674.0,50,10000
348,348,0.09958339000058913,279.0,676.0,50,10000
349,349,0.0998972280003727,279.0,678.0,50,10000
350,350,0.10020385400002851,279.0,680.0,50,10000
351,351,0.10050932700050907,281.0,682.0,50,10000
352,352,0.1007122970004275,281.0,683.0,50,10000
353,353,0.10121747500033962,281.0,685.0,50,10000
354,354,0.10152648500024952,283.0,687.0,50,10000
355,355,0.10184586400009721,283.0,689.0,50,10000
356,356,0.10216025400040962,283.0,691.0,50,10000
357,357,0.10271568500047579,283.0,693.0,50,10000
358,358,0.10309363400028815,285.0,695.0,50,10000
359,359,0.1034114710000722,285.0,697.0,50,10000
360,360,0.1037258500000462,283.0,699.0,50,10000
361,361,0.10408144700068078,283.0,700.0,50,10000
362,362,0.10439184900042164,285.0,702.0,50,10000
363,363,0.10470275300031062,287.0,704.0,50,10000
364,364,0.10501718200066534,287.0,706.0,50,10000
365,365,0.10522567400039406,287.0,707.0,50,10000
366,366,0.10555642400049692,287.0,709.0,50,10000
367,367,0.10576731000037398,287.0,710.0,50,10000
368,368,0.10607833300036873,287.0,712.0,50,10000
369,369,0.10638916600055381,289.0,714.0,50,10000
370,370,0.10713024600045173,289.0,716.0,50,10000
371,371,0.10751747300037096,289.0,718.0,50,10000
372,372,0.10772894999990967,289.0,719.0,50,10000
373,373,0.10805158499988465,289.0,721.0,50,10000
374,374,0.10837745600019844,289.0,723.0,50,10000
375,375,0.10887057099989761,289.0,725.0,50,10000
376,376,0.10919279500012635,289.0,727.0,50,10000
377,377,0.1095111230006296,291.0,729.0,50,10000
378,378,0.1097173690004638,291.0,730.0,50,10000
379,379,0.10993793299985555,291.0,731.0,50,10000
380,380,0.11025447700012592,293.0,733.0,50,10000
381,381,0.11057430700020632,293.0,735.0,50,10000
382,382,0.11101727799996297,293.0,736.0,50,10000
383,383,0.11123683000005258,293.0,737.0,50,10000
384,384,0.11147317300037685,293.0,738.0,50,10000
385,385,0.11164970400022867,293.0,739.0,50,10000
386,386,0.11192536100043071,295.0,741.0,50,10000
387,387,0.11211752100007288,295.0,742.0,50,10000
388,388,0.11239501199997903,295.0,744.0,50,10000
389,389,0.11290391600050498,297.0,746.0,50,10000
390,390,0.11322220400052174,297.0,748.0,50,10000
391,391,0.11341747999995277,297.0,749.0,50,10000
392,392,0.11362411700065422,297.0,750.0,50,10000
393,393,0.113838439000574,297.0,751.0,50,10000
394,394,0.11415194700020947,299.0,753.0,50,10000
395,395,0.11446926300050109,299.0,755.0,50,10000
396,396,0.11467409699980635,299.0,756.0,50,10000
397,397,0.11520479200044065,301.0,758.0,50,10000
398,398,0.11551092700028676,301.0,759.0,50,10000
399,399,0.1158346040001561,303.0,761.0,50,10000
400,400,0.1161519090001093,303.0,763.0,50,10000
401,401,0.11661218300014298,303.0,765.0,50,10000
402,402,0.11694205100047839,303.0,767.0,50,10000
403,403,0.11726034799994522,303.0,769.0,50,10000
404,404,0.11757493900040572,305.0,771.0,50,10000
405,405,0.1177851530001135,305.0,772.0,50,10000
406,406,0.11799525700007507,305.0,773.0,50,10000
407,407,0.1183160990003671,305.0,775.0,50,10000
408,408,0.11853332600003341,305.0,776.0,50,10000
409,409,0.11875389000033465,305.0,777.0,50,10000
410,410,0.11922550500003126,305.0,779.0,50,10000
411,411,0.11959619000026578,305.0,781.0,50,10000
412,412,0.11996061399986502,307.0,783.0,50,10000
413,413,0.12043599500066193,307.0,785.0,50,10000
414,414,0.12076464199981274,307.0,787.0,50,10000
415,415,0.12097722100043029,307.0,788.0,50,10000
416,416,0.12119161300051928,307.0,789.0,50,10000
417,417,0.1214069269999527,307.0,790.0,50,10000
418,418,0.1217337200005204,309.0,792.0,50,10000
419,419,0.12195242000052531,309.0,793.0,50,10000
420,420,0.122178504000658,309.0,794.0,50,10000
421,421,0.12239490000047226,309.0,795.0,50,10000
422,422,0.12272123200000351,309.0,797.0,50,10000
423,423,0.1230464820000634,309.0,799.0,50,10000
424,424,0.12341710700002295,309.0,800.0,50,10000
425,425,0.1238330380001571,309.0,802.0,50,10000
426,426,0.12416392800059839,309.0,804.0,50,10000
427,427,0.12449549000029947,309.0,806.0,50,10000
428,428,0.12482284500038077,309.0,808.0,50,10000
429,429,0.1253035159998035,309.0,810.0,50,10000
430,430,0.12552962000063417,309.0,811.0,50,10000
431,431,0.1258622840005046,309.0,813.0,50,10000
432,432,0.12607880999985355,309.0,814.0,50,10000
433,433,0.12628934500025935,309.0,815.0,50,10000
434,434,0.12661495600059425,309.0,817.0,50,10000
435,435,0.12683270500019717,309.0,818.0,50,10000
436,436,0.1271600589998343,309.0,820.0,50,10000
437,437,0.12756457700015744,309.0,821.0,50,10000
438,438,0.12794686400047794,309.0,823.0,50,10000
439,439,0.12833296900043933,309.0,825.0,50,10000
440,440,0.12867395800003578,311.0,827.0,50,10000
441,441,0.12900052100030734,311.0,829.0,50,10000
442,442,0.12937588500062702,311.0,830.0,50,10000
443,443,0.1297088490000533,311.0,832.0,50,10000
444,444,0.13003710500015586,311.0,834.0,50,10000
445,445,0.13036624200049118,311.0,836.0,50,10000
446,446,0.13069720300063636,311.0,838.0,50,10000
447,447,0.13102045000050566,313.0,840.0,50,10000
448,448,0.13134957700003724,313.0,842.0,50,10000
449,449,0.13186639600007766,315.0,844.0,50,10000
450,450,0.13231137100046908,315.0,846.0,50,10000
451,451,0.13264938500014978,315.0,848.0,50,10000
452,452,0.13298141799987206,315.0,850.0,50,10000
453,453,0.13320383500013122,315.0,851.0,50,10000
454,454,0.13359376700009307,315.0,852.0,50,10000
455,455,0.13392358600049192,317.0,854.0,50,10000
456,456,0.13425532800010842,317.0,856.0,50,10000
457,457,0.1345866700003171,317.0,858.0,50,10000
458,458,0.13492207899980713,317.0,860.0,50,10000
459,459,0.1351493850006591,317.0,861.0,50,10000
460,460,0.1354867979998744,319.0,863.0,50,10000
461,461,0.1358741040003224,319.0,864.0,50,10000
462,462,0.13626032899992424,319.0,866.0,50,10000
463,463,0.13660571699983848,319.0,868.0,50,10000
464,464,0.13690740299989557,321.0,870.0,50,10000
465,465,0.1371958440004164,321.0,872.0,50,10000
466,466,0.13749834100053704,323.0,874.0,50,10000
467,467,0.1379533449999144,323.0,876.0,50,10000
468,468,0.13825820600050065,325.0,878.0,50,10000
469,469,0.13857727499998873,325.0,880.0,50,10000
470,470,0.1389007819998369,327.0,882.0,50,10000
471,471,0.1391176090000954,327.0,883.0,50,10000
472,472,0.13944987200011383,327.0,885.0,50,10000
473,473,0.13977774700015289,327.0,887.0,50,10000
474,474,0.14031232000070304,327.0,889.0,50,10000
475,475,0.14071279100062384,327.0,891.0,50,10000
476,476,0.14094190100058768,327.0,892.0,50,10000
477,477,0.14127590699990833,327.0,894.0,50,10000
478,478,0.14175555700057885,329.0,896.0,50,10000
479,479,0.14209784900049272,329.0,898.0,50,10000
480,480,0.14243416000044817,329.0,900.0,50,10000
481,481,0.1427687479999804,329.0,902.0,50,10000
482,482,0.14299415000004956,329.0,903.0,50,10000
483,483,0.1433314630003224,329.0,905.0,50,10000
484,484,0.14366665200032003,329.0,907.0,50,10000
485,485,0.14400199100055033,329.0,909.0,50,10000
486,486,0.14440582800034463,329.0,910.0,50,10000
487,487,0.14463502800026617,329.0,911.0,50,10000
488,488,0.14501895800003695,329.0,913.0,50,10000
489,489,0.1453624129999298,329.0,915.0,50,10000
490,490,0.14583080100055668,329.0,917.0,50,10000
491,491,0.14617508700030157,329.0,919.0,50,10000
492,492,0.14651141800004552,331.0,921.0,50,10000
493,493,0.1468490010001915,331.0,923.0,50,10000
494,494,0.14718202600033692,333.0,925.0,50,10000
495,495,0.1475170640005672,333.0,927.0,50,10000
496,496,0.14774211600069975,333.0,928.0,50,10000
497,497,0.1480776260004859,333.0,930.0,50,10000
498,498,0.14863513100044656,333.0,932.0,50,10000
499,499,0.1490027910003846,335.0,934.0,50,10000
500,500,0.14934340000036173,335.0,936.0,50,10000
501,501,0.14975221700024122,335.0,938.0,50,10000
502,502,0.15009456900043006,337.0,940.0,50,10000
503,503,0.15057392900052946,337.0,942.0,50,10000
504,504,0.1508133880006426,337.0,943.0,50,10000
505,505,0.15104622499984544,337.0,944.0,50,10000
506,506,0.15139113199984422,337.0,946.0,50,10000
507,507,0.15162692400008382,337.0,947.0,50,10000
508,508,0.15197569800056954,337.0,949.0,50,10000
509,509,0.15231840100022964,337.0,951.0,50,10000
510,510,0.1528640840006119,337.0,953.0,50,10000
511,511,0.15314506200047617,337.0,954.0,50,10000
512,512,0.15338192600029288,337.0,955.0,50,10000
513,513,0.1536163150003631,337.0,956.0,50,10000
514,514,0.15384936300051777,337.0,957.0,50,10000
515,515,0.15407977500035486,337.0,958.0,50,10000
516,516,0.15446636000069702,339.0,960.0,50,10000
517,517,0.15496169900052337,339.0,962.0,50,10000
518,518,0.15520422400004463,339.0,963.0,50,10000
519,519,0.15555176599991682,339.0,965.0,50,10000
520,520,0.15578803900007188,339.0,966.0,50,10000
521,521,0.15603056400050264,339.0,967.0,50,10000
522,522,0.15638256400052342,339.0,969.0,50,10000
523,523,0.15692961100012326,339.0,971.0,50,10000
524,524,0.1572158879998824,339.0,972.0,50,10000
525,525,0.15745994600001723,339.0,973.0,50,10000
526,526,0.15769673000067996,339.0,974.0,50,10000
527,527,0.1579315700000734,339.0,975.0,50,10000
528,528,0.15816679199997452,339.0,976.0,50,10000
529,529,0.15867247999995016,339.0,978.0,50,10000
530,530,0.15891708900016965,339.0,979.0,50,10000
531,531,0.15926573300021118,339.0,981.0,50,10000
532,532,0.15961713200067607,339.0,983.0,50,10000
533,533,0.15985614000055648,339.0,984.0,50,10000
534,534,0.16020748900064063,339.0,986.0,50,10000
535,535,0.1605564740002592,339.0,988.0,50,10000
