,Iteration,Time,Fitness,FEvals,use_fast_mimic,Population Size,Keep Percent,max_iters
448,448,110.67465944300056,15.0,45352.0,True,100,0.5,500
449,449,110.9434093280006,15.0,45453.0,True,100,0.5,500
450,450,111.16696747200058,15.0,45554.0,True,100,0.5,500
451,451,111.41846931200052,15.0,45655.0,True,100,0.5,500
452,452,111.68088204000014,15.0,45756.0,True,100,0.5,500
453,453,111.92557229300019,15.0,45857.0,True,100,0.5,500
454,454,112.15163447400028,15.0,45958.0,True,100,0.5,500
455,455,112.38002988100016,15.0,46059.0,True,100,0.5,500
456,456,112.65802285400059,15.0,46160.0,True,100,0.5,500
457,457,112.90117940100026,15.0,46261.0,True,100,0.5,500
458,458,113.14988837300007,15.0,46362.0,True,100,0.5,500
459,459,113.37320981199991,15.0,46463.0,True,100,0.5,500
460,460,113.61646325000038,15.0,46564.0,True,100,0.5,500
461,461,113.88114521399984,15.0,46665.0,True,100,0.5,500
462,462,114.1257095710007,15.0,46766.0,True,100,0.5,500
463,463,114.35721062500033,15.0,46867.0,True,100,0.5,500
464,464,114.60163312500026,15.0,46968.0,True,100,0.5,500
465,465,114.85629348100065,15.0,47069.0,True,100,0.5,500
466,466,115.1234703150003,15.0,47170.0,True,100,0.5,500
467,467,115.35745440600022,15.0,47271.0,True,100,0.5,500
468,468,115.59405980300016,15.0,47372.0,True,100,0.5,500
469,469,115.826849563,15.0,47473.0,True,100,0.5,500
470,470,116.10704071000055,15.0,47574.0,True,100,0.5,500
471,471,116.34682283700022,15.0,47675.0,True,100,0.5,500
472,472,116.58645410000008,15.0,47776.0,True,100,0.5,500
473,473,116.81326947400066,15.0,47877.0,True,100,0.5,500
474,474,117.07384187900061,15.0,47978.0,True,100,0.5,500
475,475,117.32928051500039,15.0,48079.0,True,100,0.5,500
476,476,117.56786697799998,15.0,48180.0,True,100,0.5,500
477,477,117.81010039300054,15.0,48281.0,True,100,0.5,500
478,478,118.04088396000043,15.0,48382.0,True,100,0.5,500
479,479,118.33347018699988,15.0,48483.0,True,100,0.5,500
480,480,118.56334210500063,15.0,48584.0,True,100,0.5,500
481,481,118.8205774500002,15.0,48685.0,True,100,0.5,500
482,482,119.03745753700059,15.0,48786.0,True,100,0.5,500
483,483,119.31142409699987,15.0,48887.0,True,100,0.5,500
484,484,119.5556203240003,15.0,48988.0,True,100,0.5,500
485,485,119.80280038799992,15.0,49089.0,True,100,0.5,500
486,486,120.03215667699988,15.0,49190.0,True,100,0.5,500
487,487,120.26529185600066,15.0,49291.0,True,100,0.5,500
488,488,120.54183779400046,15.0,49392.0,True,100,0.5,500
489,489,120.78040094500011,15.0,49493.0,True,100,0.5,500
490,490,121.02329008900051,15.0,49594.0,True,100,0.5,500
491,491,121.24519071400027,15.0,49695.0,True,100,0.5,500
492,492,121.50992311200025,15.0,49796.0,True,100,0.5,500
493,493,121.76433730600002,15.0,49897.0,True,100,0.5,500
494,494,122.01865184300004,15.0,49998.0,True,100,0.5,500
495,495,122.24687278300007,15.0,50099.0,True,100,0.5,500
496,496,122.49095857200064,15.0,50200.0,True,100,0.5,500
497,497,122.75430351900013,15.0,50301.0,True,100,0.5,500
498,498,123.01120749300026,15.0,50402.0,True,100,0.5,500
499,499,123.24407268499999,15.0,50503.0,True,100,0.5,500
500,500,123.4797848369999,15.0,50604.0,True,100,0.5,500
