,Iteration,Time,Fitness,FEvals,use_fast_mimic,Population Size,Keep Percent,max_iters
109,109,27.9344292830001,15.0,11113.0,True,100,0.5,500
110,110,28.14911115599989,15.0,11214.0,True,100,0.5,500
111,111,28.428431139000168,15.0,11315.0,True,100,0.5,500
112,112,28.65587005100042,15.0,11416.0,True,100,0.5,500
113,113,28.901957035000123,15.0,11517.0,True,100,0.5,500
114,114,29.148929558999953,15.0,11618.0,True,100,0.5,500
115,115,29.388032823000685,15.0,11719.0,True,100,0.5,500
116,116,29.61214676899999,15.0,11820.0,True,100,0.5,500
117,117,29.857295833000535,15.0,11921.0,True,100,0.5,500
118,118,30.095924535999984,15.0,12022.0,True,100,0.5,500
119,119,30.32155621900074,15.0,12123.0,True,100,0.5,500
120,120,30.56397480099986,15.0,12224.0,True,100,0.5,500
121,121,30.806458195000232,15.0,12325.0,True,100,0.5,500
122,122,31.047946953000064,15.0,12426.0,True,100,0.5,500
123,123,31.27146957000059,15.0,12527.0,True,100,0.5,500
124,124,31.545617380000294,15.0,12628.0,True,100,0.5,500
125,125,31.777252885000053,15.0,12729.0,True,100,0.5,500
126,126,32.01335771400045,15.0,12830.0,True,100,0.5,500
127,127,32.27720637499988,15.0,12931.0,True,100,0.5,500
128,128,32.520740468999975,15.0,13032.0,True,100,0.5,500
129,129,32.73973666500024,15.0,13133.0,True,100,0.5,500
130,130,33.00590917600039,15.0,13234.0,True,100,0.5,500
131,131,33.25527343700014,15.0,13335.0,True,100,0.5,500
132,132,33.47306243900039,15.0,13436.0,True,100,0.5,500
133,133,33.75006797900005,15.0,13537.0,True,100,0.5,500
134,134,33.97855270400032,15.0,13638.0,True,100,0.5,500
135,135,34.225651194999955,15.0,13739.0,True,100,0.5,500
136,136,34.47747753400017,15.0,13840.0,True,100,0.5,500
137,137,34.72337228700053,15.0,13941.0,True,100,0.5,500
138,138,34.94093032599994,15.0,14042.0,True,100,0.5,500
139,139,35.194196706000184,15.0,14143.0,True,100,0.5,500
140,140,35.4384806980006,15.0,14244.0,True,100,0.5,500
141,141,35.6709760950007,15.0,14345.0,True,100,0.5,500
142,142,35.914784865,15.0,14446.0,True,100,0.5,500
143,143,36.16318342500017,15.0,14547.0,True,100,0.5,500
144,144,36.40783209000074,15.0,14648.0,True,100,0.5,500
145,145,36.63692950400036,15.0,14749.0,True,100,0.5,500
146,146,36.90531394400023,15.0,14850.0,True,100,0.5,500
147,147,37.14050941700043,15.0,14951.0,True,100,0.5,500
148,148,37.387035433000165,15.0,15052.0,True,100,0.5,500
149,149,37.6423870360004,15.0,15153.0,True,100,0.5,500
150,150,37.89255862100072,15.0,15254.0,True,100,0.5,500
151,151,38.11080788600066,15.0,15355.0,True,100,0.5,500
152,152,38.38475751400074,15.0,15456.0,True,100,0.5,500
153,153,38.621797167000295,15.0,15557.0,True,100,0.5,500
154,154,38.84106898000027,15.0,15658.0,True,100,0.5,500
155,155,39.11675774100058,15.0,15759.0,True,100,0.5,500
156,156,39.35667825700057,15.0,15860.0,True,100,0.5,500
157,157,39.59777927800042,15.0,15961.0,True,100,0.5,500
158,158,39.84757351500048,15.0,16062.0,True,100,0.5,500
159,159,40.11065852400043,15.0,16163.0,True,100,0.5,500
160,160,40.32530175500051,15.0,16264.0,True,100,0.5,500
161,161,40.591755502000524,15.0,16365.0,True,100,0.5,500
162,162,40.82369680100055,15.0,16466.0,True,100,0.5,500
163,163,41.05799362800008,15.0,16567.0,True,100,0.5,500
164,164,41.30340010600048,15.0,16668.0,True,100,0.5,500
165,165,41.54992714400032,15.0,16769.0,True,100,0.5,500
166,166,41.782511198000066,15.0,16870.0,True,100,0.5,500
167,167,42.01440907600045,15.0,16971.0,True,100,0.5,500
168,168,42.279291576000105,15.0,17072.0,True,100,0.5,500
169,169,42.51232487300058,15.0,17173.0,True,100,0.5,500
170,170,42.763370368000324,15.0,17274.0,True,100,0.5,500
171,171,43.012627889000214,15.0,17375.0,True,100,0.5,500
172,172,43.27174809999997,15.0,17476.0,True,100,0.5,500
173,173,43.49110633500004,15.0,17577.0,True,100,0.5,500
174,174,43.772109784999884,15.0,17678.0,True,100,0.5,500
175,175,44.00939507900057,15.0,17779.0,True,100,0.5,500
176,176,44.238253473999976,15.0,17880.0,True,100,0.5,500
177,177,44.51458907800043,15.0,17981.0,True,100,0.5,500
178,178,44.75387518500065,15.0,18082.0,True,100,0.5,500
179,179,44.989963592000095,15.0,18183.0,True,100,0.5,500
180,180,45.258421039000496,15.0,18284.0,True,100,0.5,500
181,181,45.52688461700018,15.0,18385.0,True,100,0.5,500
182,182,45.75092892200064,15.0,18486.0,True,100,0.5,500
183,183,46.03962619400045,15.0,18587.0,True,100,0.5,500
184,184,46.27709754700027,15.0,18688.0,True,100,0.5,500
185,185,46.50721340100063,15.0,18789.0,True,100,0.5,500
186,186,46.77157751899995,15.0,18890.0,True,100,0.5,500
187,187,47.00627391499984,15.0,18991.0,True,100,0.5,500
188,188,47.23175371400066,15.0,19092.0,True,100,0.5,500
189,189,47.482252273000086,15.0,19193.0,True,100,0.5,500
190,190,47.727284968000276,15.0,19294.0,True,100,0.5,500
191,191,47.95404499800043,15.0,19395.0,True,100,0.5,500
192,192,48.21206079700005,15.0,19496.0,True,100,0.5,500
193,193,48.45487853800023,15.0,19597.0,True,100,0.5,500
194,194,48.70400103600059,15.0,19698.0,True,100,0.5,500
195,195,48.9380746249999,15.0,19799.0,True,100,0.5,500
196,196,49.20648149600038,15.0,19900.0,True,100,0.5,500
197,197,49.432838850000735,15.0,20001.0,True,100,0.5,500
198,198,49.68270531300004,15.0,20102.0,True,100,0.5,500
199,199,49.92921900700003,15.0,20203.0,True,100,0.5,500
200,200,50.18139977100054,15.0,20304.0,True,100,0.5,500
201,201,50.40826520900009,15.0,20405.0,True,100,0.5,500
202,202,50.68056810800044,15.0,20506.0,True,100,0.5,500
203,203,50.92251078800018,15.0,20607.0,True,100,0.5,500
204,204,51.147651229000076,15.0,20708.0,True,100,0.5,500
205,205,51.42958103700039,15.0,20809.0,True,100,0.5,500
206,206,51.66438721900067,15.0,20910.0,True,100,0.5,500
207,207,51.903442032000385,15.0,21011.0,True,100,0.5,500
208,208,52.163932043000386,15.0,21112.0,True,100,0.5,500
209,209,52.42230819900033,15.0,21213.0,True,100,0.5,500
210,210,52.646341604000554,15.0,21314.0,True,100,0.5,500
211,211,52.91340102800041,15.0,21415.0,True,100,0.5,500
212,212,53.14028617200074,15.0,21516.0,True,100,0.5,500
213,213,53.375670088000334,15.0,21617.0,True,100,0.5,500
214,214,53.622854068999914,15.0,21718.0,True,100,0.5,500
215,215,53.87113602000045,15.0,21819.0,True,100,0.5,500
216,216,54.0985576310004,15.0,21920.0,True,100,0.5,500
217,217,54.330277344000024,15.0,22021.0,True,100,0.5,500
218,218,54.582014165000146,15.0,22122.0,True,100,0.5,500
219,219,54.81368849299997,15.0,22223.0,True,100,0.5,500
220,220,55.055055232000086,15.0,22324.0,True,100,0.5,500
221,221,55.30496238200067,15.0,22425.0,True,100,0.5,500
222,222,55.56459578600061,15.0,22526.0,True,100,0.5,500
223,223,55.78089836900017,15.0,22627.0,True,100,0.5,500
224,224,56.061600764000104,15.0,22728.0,True,100,0.5,500
225,225,56.29354610000064,15.0,22829.0,True,100,0.5,500
226,226,56.522293979000096,15.0,22930.0,True,100,0.5,500
227,227,56.790880157000174,15.0,23031.0,True,100,0.5,500
228,228,57.02587676600069,15.0,23132.0,True,100,0.5,500
229,229,57.25151849900067,15.0,23233.0,True,100,0.5,500
230,230,57.51565906700034,15.0,23334.0,True,100,0.5,500
231,231,57.7631888370006,15.0,23435.0,True,100,0.5,500
232,232,57.981780744999924,15.0,23536.0,True,100,0.5,500
233,233,58.2558722900003,15.0,23637.0,True,100,0.5,500
234,234,58.483656469999914,15.0,23738.0,True,100,0.5,500
235,235,58.72418272300001,15.0,23839.0,True,100,0.5,500
236,236,58.97305873799996,15.0,23940.0,True,100,0.5,500
237,237,59.22575493900058,15.0,24041.0,True,100,0.5,500
238,238,59.44207627800006,15.0,24142.0,True,100,0.5,500
239,239,59.70224963400051,15.0,24243.0,True,100,0.5,500
240,240,59.929165346000445,15.0,24344.0,True,100,0.5,500
241,241,60.1591774160006,15.0,24445.0,True,100,0.5,500
242,242,60.409157542000685,15.0,24546.0,True,100,0.5,500
243,243,60.65256901700013,15.0,24647.0,True,100,0.5,500
244,244,60.8795422660005,15.0,24748.0,True,100,0.5,500
245,245,61.11322948999987,15.0,24849.0,True,100,0.5,500
246,246,61.3661484889999,15.0,24950.0,True,100,0.5,500
247,247,61.59059796400015,15.0,25051.0,True,100,0.5,500
248,248,61.83840775000044,15.0,25152.0,True,100,0.5,500
249,249,62.082131570000456,15.0,25253.0,True,100,0.5,500
250,250,62.33907406600065,15.0,25354.0,True,100,0.5,500
251,251,62.55608413700065,15.0,25455.0,True,100,0.5,500
252,252,62.83109845299987,15.0,25556.0,True,100,0.5,500
253,253,63.061698385000454,15.0,25657.0,True,100,0.5,500
254,254,63.29754163300004,15.0,25758.0,True,100,0.5,500
255,255,63.56198924799992,15.0,25859.0,True,100,0.5,500
256,256,63.79835801199988,15.0,25960.0,True,100,0.5,500
257,257,64.02128373899995,15.0,26061.0,True,100,0.5,500
258,258,64.28902743600065,15.0,26162.0,True,100,0.5,500
259,259,64.53253246700024,15.0,26263.0,True,100,0.5,500
260,260,64.75473974600027,15.0,26364.0,True,100,0.5,500
261,261,65.03320094800074,15.0,26465.0,True,100,0.5,500
262,262,65.26098829400053,15.0,26566.0,True,100,0.5,500
263,263,65.50363526500041,15.0,26667.0,True,100,0.5,500
264,264,65.76095311500012,15.0,26768.0,True,100,0.5,500
265,265,66.0099037200007,15.0,26869.0,True,100,0.5,500
266,266,66.22725253600038,15.0,26970.0,True,100,0.5,500
267,267,66.49590407600044,15.0,27071.0,True,100,0.5,500
268,268,66.72600031399998,15.0,27172.0,True,100,0.5,500
269,269,66.95281718000024,15.0,27273.0,True,100,0.5,500
270,270,67.20463720800035,15.0,27374.0,True,100,0.5,500
271,271,67.44269501000053,15.0,27475.0,True,100,0.5,500
272,272,67.67604723500062,15.0,27576.0,True,100,0.5,500
273,273,67.92095847300061,15.0,27677.0,True,100,0.5,500
274,274,68.17136148300051,15.0,27778.0,True,100,0.5,500
275,275,68.39497568200022,15.0,27879.0,True,100,0.5,500
276,276,68.6587316490004,15.0,27980.0,True,100,0.5,500
277,277,68.88501850000011,15.0,28081.0,True,100,0.5,500
278,278,69.13331070100048,15.0,28182.0,True,100,0.5,500
279,279,69.36201996700038,15.0,28283.0,True,100,0.5,500
280,280,69.62635092200071,15.0,28384.0,True,100,0.5,500
281,281,69.85236730700035,15.0,28485.0,True,100,0.5,500
282,282,70.09968805500012,15.0,28586.0,True,100,0.5,500
283,283,70.34530070800065,15.0,28687.0,True,100,0.5,500
284,284,70.5844820580005,15.0,28788.0,True,100,0.5,500
285,285,70.81099590600024,15.0,28889.0,True,100,0.5,500
286,286,71.07392714600064,15.0,28990.0,True,100,0.5,500
287,287,71.31556027500028,15.0,29091.0,True,100,0.5,500
288,288,71.53733185700003,15.0,29192.0,True,100,0.5,500
289,289,71.80810359400039,15.0,29293.0,True,100,0.5,500
290,290,72.0389112970006,15.0,29394.0,True,100,0.5,500
291,291,72.27355573600016,15.0,29495.0,True,100,0.5,500
292,292,72.53246159500031,15.0,29596.0,True,100,0.5,500
293,293,72.79096268500052,15.0,29697.0,True,100,0.5,500
294,294,73.00269150900021,15.0,29798.0,True,100,0.5,500
295,295,73.28833936200044,15.0,29899.0,True,100,0.5,500
296,296,73.51540011500038,15.0,30000.0,True,100,0.5,500
297,297,73.75409338000009,15.0,30101.0,True,100,0.5,500
298,298,74.01706898200064,15.0,30202.0,True,100,0.5,500
299,299,74.25587516900032,15.0,30303.0,True,100,0.5,500
300,300,74.47902535699995,15.0,30404.0,True,100,0.5,500
301,301,74.73580064999987,15.0,30505.0,True,100,0.5,500
302,302,74.9784971930003,15.0,30606.0,True,100,0.5,500
303,303,75.20090408700071,15.0,30707.0,True,100,0.5,500
304,304,75.46508361900032,15.0,30808.0,True,100,0.5,500
305,305,75.69219376500041,15.0,30909.0,True,100,0.5,500
306,306,75.93023069800074,15.0,31010.0,True,100,0.5,500
307,307,76.17062017399985,15.0,31111.0,True,100,0.5,500
308,308,76.42631435900057,15.0,31212.0,True,100,0.5,500
309,309,76.64429992900023,15.0,31313.0,True,100,0.5,500
310,310,76.91041743599999,15.0,31414.0,True,100,0.5,500
311,311,77.14318084700062,15.0,31515.0,True,100,0.5,500
312,312,77.38447646199984,15.0,31616.0,True,100,0.5,500
313,313,77.62420668200048,15.0,31717.0,True,100,0.5,500
314,314,77.87062366400005,15.0,31818.0,True,100,0.5,500
315,315,78.10035767299996,15.0,31919.0,True,100,0.5,500
316,316,78.33594445000017,15.0,32020.0,True,100,0.5,500
317,317,78.58313866000026,15.0,32121.0,True,100,0.5,500
318,318,78.82235403300001,15.0,32222.0,True,100,0.5,500
319,319,79.06102732999989,15.0,32323.0,True,100,0.5,500
320,320,79.31522113100073,15.0,32424.0,True,100,0.5,500
321,321,79.56394969900066,15.0,32525.0,True,100,0.5,500
322,322,79.78728980300002,15.0,32626.0,True,100,0.5,500
323,323,80.06424625199998,15.0,32727.0,True,100,0.5,500
324,324,80.29155290700055,15.0,32828.0,True,100,0.5,500
325,325,80.53985359299986,15.0,32929.0,True,100,0.5,500
326,326,80.79543545700017,15.0,33030.0,True,100,0.5,500
327,327,81.04812512600074,15.0,33131.0,True,100,0.5,500
328,328,81.26909111700024,15.0,33232.0,True,100,0.5,500
329,329,81.54269177100014,15.0,33333.0,True,100,0.5,500
330,330,81.78073567699994,15.0,33434.0,True,100,0.5,500
331,331,81.9991508740004,15.0,33535.0,True,100,0.5,500
332,332,82.27446692500052,15.0,33636.0,True,100,0.5,500
333,333,82.51153637300013,15.0,33737.0,True,100,0.5,500
334,334,82.74300793100065,15.0,33838.0,True,100,0.5,500
335,335,83.00680666900007,15.0,33939.0,True,100,0.5,500
336,336,83.25726403000044,15.0,34040.0,True,100,0.5,500
337,337,83.47220753400052,15.0,34141.0,True,100,0.5,500
338,338,83.75503300200035,15.0,34242.0,True,100,0.5,500
339,339,83.9834767100001,15.0,34343.0,True,100,0.5,500
340,340,84.22822128500047,15.0,34444.0,True,100,0.5,500
341,341,84.4821275459999,15.0,34545.0,True,100,0.5,500
342,342,84.73259048799991,15.0,34646.0,True,100,0.5,500
343,343,84.94868613300059,15.0,34747.0,True,100,0.5,500
344,344,85.218087319,15.0,34848.0,True,100,0.5,500
345,345,85.45626003699999,15.0,34949.0,True,100,0.5,500
346,346,85.6791304010003,15.0,35050.0,True,100,0.5,500
347,347,85.94082316799995,15.0,35151.0,True,100,0.5,500
348,348,86.17404965700007,15.0,35252.0,True,100,0.5,500
349,349,86.4063017590006,15.0,35353.0,True,100,0.5,500
350,350,86.65677175400015,15.0,35454.0,True,100,0.5,500
351,351,86.90624501900038,15.0,35555.0,True,100,0.5,500
352,352,87.12788617700062,15.0,35656.0,True,100,0.5,500
353,353,87.39297237900064,15.0,35757.0,True,100,0.5,500
354,354,87.62788791700041,15.0,35858.0,True,100,0.5,500
355,355,87.87628361099996,15.0,35959.0,True,100,0.5,500
356,356,88.11554919900027,15.0,36060.0,True,100,0.5,500
357,357,88.37372415700065,15.0,36161.0,True,100,0.5,500
358,358,88.58966560299996,15.0,36262.0,True,100,0.5,500
359,359,88.84319110900014,15.0,36363.0,True,100,0.5,500
360,360,89.08092150799985,15.0,36464.0,True,100,0.5,500
361,361,89.32158066000011,15.0,36565.0,True,100,0.5,500
362,362,89.56095984000058,15.0,36666.0,True,100,0.5,500
363,363,89.8184444540002,15.0,36767.0,True,100,0.5,500
364,364,90.05170681000072,15.0,36868.0,True,100,0.5,500
365,365,90.28591386900007,15.0,36969.0,True,100,0.5,500
366,366,90.54599441200025,15.0,37070.0,True,100,0.5,500
367,367,90.78492431999985,15.0,37171.0,True,100,0.5,500
368,368,91.02979021300052,15.0,37272.0,True,100,0.5,500
369,369,91.2856985389999,15.0,37373.0,True,100,0.5,500
370,370,91.54341798299993,15.0,37474.0,True,100,0.5,500
371,371,91.75853656600066,15.0,37575.0,True,100,0.5,500
372,372,92.04101125600027,15.0,37676.0,True,100,0.5,500
373,373,92.26924389800024,15.0,37777.0,True,100,0.5,500
374,374,92.50494780400004,15.0,37878.0,True,100,0.5,500
375,375,92.77104317000067,15.0,37979.0,True,100,0.5,500
376,376,93.01026648800052,15.0,38080.0,True,100,0.5,500
377,377,93.23862958500013,15.0,38181.0,True,100,0.5,500
378,378,93.5051194000007,15.0,38282.0,True,100,0.5,500
379,379,93.75061358200037,15.0,38383.0,True,100,0.5,500
380,380,93.97058473600009,15.0,38484.0,True,100,0.5,500
381,381,94.2531413000006,15.0,38585.0,True,100,0.5,500
382,382,94.48199808300069,15.0,38686.0,True,100,0.5,500
383,383,94.72801185900062,15.0,38787.0,True,100,0.5,500
384,384,94.99013305900007,15.0,38888.0,True,100,0.5,500
385,385,95.23722475700015,15.0,38989.0,True,100,0.5,500
386,386,95.4557111869999,15.0,39090.0,True,100,0.5,500
387,387,95.73602690799999,15.0,39191.0,True,100,0.5,500
388,388,95.97192514900053,15.0,39292.0,True,100,0.5,500
389,389,96.19891331600047,15.0,39393.0,True,100,0.5,500
390,390,96.47256502600067,15.0,39494.0,True,100,0.5,500
391,391,96.70589309600018,15.0,39595.0,True,100,0.5,500
392,392,96.9329994460004,15.0,39696.0,True,100,0.5,500
393,393,97.19408225799998,15.0,39797.0,True,100,0.5,500
394,394,97.44196666300013,15.0,39898.0,True,100,0.5,500
395,395,97.6618016830007,15.0,39999.0,True,100,0.5,500
396,396,97.94483479000064,15.0,40100.0,True,100,0.5,500
397,397,98.17152203300066,15.0,40201.0,True,100,0.5,500
398,398,98.4154387260005,15.0,40302.0,True,100,0.5,500
399,399,98.67077537000023,15.0,40403.0,True,100,0.5,500
400,400,98.9197090130001,15.0,40504.0,True,100,0.5,500
401,401,99.13829204400008,15.0,40605.0,True,100,0.5,500
402,402,99.40682405999996,15.0,40706.0,True,100,0.5,500
403,403,99.63679988200056,15.0,40807.0,True,100,0.5,500
404,404,99.86788372200044,15.0,40908.0,True,100,0.5,500
405,405,100.12454103400069,15.0,41009.0,True,100,0.5,500
406,406,100.36547116400016,15.0,41110.0,True,100,0.5,500
407,407,100.59697172600045,15.0,41211.0,True,100,0.5,500
408,408,100.84470394500022,15.0,41312.0,True,100,0.5,500
409,409,101.09464596999987,15.0,41413.0,True,100,0.5,500
410,410,101.32042317600008,15.0,41514.0,True,100,0.5,500
411,411,101.5837054650001,15.0,41615.0,True,100,0.5,500
412,412,101.82102625400057,15.0,41716.0,True,100,0.5,500
413,413,102.0656641000005,15.0,41817.0,True,100,0.5,500
414,414,102.2986272750004,15.0,41918.0,True,100,0.5,500
415,415,102.5605776450002,15.0,42019.0,True,100,0.5,500
416,416,102.78267107100055,15.0,42120.0,True,100,0.5,500
417,417,103.04129714600003,15.0,42221.0,True,100,0.5,500
418,418,103.2764459810005,15.0,42322.0,True,100,0.5,500
419,419,103.52577278199988,15.0,42423.0,True,100,0.5,500
420,420,103.75925159400049,15.0,42524.0,True,100,0.5,500
421,421,104.02527822100001,15.0,42625.0,True,100,0.5,500
422,422,104.26007560700054,15.0,42726.0,True,100,0.5,500
423,423,104.48755549700036,15.0,42827.0,True,100,0.5,500
424,424,104.76259890800065,15.0,42928.0,True,100,0.5,500
425,425,104.99962925199998,15.0,43029.0,True,100,0.5,500
426,426,105.23780373400041,15.0,43130.0,True,100,0.5,500
427,427,105.50946673199996,15.0,43231.0,True,100,0.5,500
428,428,105.75410445800026,15.0,43332.0,True,100,0.5,500
429,429,105.97898935000012,15.0,43433.0,True,100,0.5,500
430,430,106.23488345900023,15.0,43534.0,True,100,0.5,500
431,431,106.48131303500031,15.0,43635.0,True,100,0.5,500
432,432,106.74592680200021,15.0,43736.0,True,100,0.5,500
433,433,106.95639102299992,15.0,43837.0,True,100,0.5,500
434,434,107.2439925409999,15.0,43938.0,True,100,0.5,500
435,435,107.48029297599987,15.0,44039.0,True,100,0.5,500
436,436,107.72555953100073,15.0,44140.0,True,100,0.5,500
437,437,107.94546612400063,15.0,44241.0,True,100,0.5,500
438,438,108.23009432400067,15.0,44342.0,True,100,0.5,500
439,439,108.46696580000025,15.0,44443.0,True,100,0.5,500
440,440,108.70966116199997,15.0,44544.0,True,100,0.5,500
441,441,108.94364272800067,15.0,44645.0,True,100,0.5,500
442,442,109.18725140300012,15.0,44746.0,True,100,0.5,500
443,443,109.45801592600037,15.0,44847.0,True,100,0.5,500
444,444,109.68941147100031,15.0,44948.0,True,100,0.5,500
445,445,109.92794043699996,15.0,45049.0,True,100,0.5,500
446,446,110.14823886600061,15.0,45150.0,True,100,0.5,500
447,447,110.4496387070003,15.0,45251.0,True,100,0.5,500
